Asset ID,Brand,Location,Name,Address 1,Address 2,Address 3,City,Zip Code,Private Tier,Province,Product Categories,Employees,Asset Type
27661,Adidas,United States,SFO Apparel Company,41-43 Park Place,(blank),(blank),Brisbane,94005,Tier 1 - Primary,California,Apparel,10.0,Store
27814,Reebok,Poland,ColepCCL Polska,Ul. Przemyslowa 10,(blank),(blank),Kleszczów,97-410,Tier 1 - Primary,Lodz,Accessories,46.0,Store
27900,Adidas,Japan,"KANKO APPREL CO.,LTD. HOUKI FACTORY","775, Kishimoto",Houki-Machi,(blank),Saihaku-gun,689-4132,Tier 1 - Primary,Tottori,Apparel,5.0,Store
27901,Adidas,Japan,"KANKO APPAREL CO.,LTD. OHDA FACTORY","437-1, SHIZUMA",SHIZUMA MACHI,(blank),OODA City ,694-0031,Tier 1 - Primary,Shimane,Apparel,12.0,Store
27902,Adidas,Japan,"KANKO APPAREL CO.,LTD. HIGASHINEJIME FACTORY","2388 Yokobeppu, Nejime",Minamiosumi-Machi,(blank),Kimotsuki-Gun,893-2503,Tier 1 - Primary,Kagoshima,Apparel,10.0,Store
27997,Reebok,Mexico,"Forta Lab, S.A. de C.V.",Av. Central 206,Manzana 2,Parque Industrial Toluca 2000,Toluca,50233,Tier 1 - Primary,Toluca,Accessories,20.0,Store
28092,Adidas,Argentina,Dass Suarez S.a.,"Olavarria, 636",(blank),(blank),Coronel Suárez,7540,Tier 1 - Primary,Buenos Aires,Footwear,81.0,Distribution Centre
28120,Adidas,United Kingdom,Advanced Processing Limited,Sidhill Business Park,Holmfield Industrial Estate,Holmfield,Halifax,HX2 9TN,Tier 1 - Primary,England,Apparel,37.0,Store
28123,Adidas,United Kingdom,Blue Moon Promotions Ltd,Unit 8A ,Pool Street Industrial Estate,(blank),Macclesfield,SK11 7NX,Tier 1 - Primary,England,Apparel,1.0,Store
28139,Reebok,Taiwan,Everstrong Spring Industry Co Ltd,"No 45, Sec 4","Fu San Road, Fu Hsing Township",Changhua County,Chang Hua Hsien,50602,Tier 1 - Primary,(blank),Gear,1.0,Store
28152,Reebok,Monaco,COTY Monaco,6 Avenue Prince Albert II,(blank),(blank),Monaco,98000,Tier 1 - Primary,(blank),Accessories,20.0,Store
28178,Adidas,United States,"S.M. Athletics, Inc.",10421 Lexington Drive,(blank),(blank),Knoxville,37932,Tier 1 - Primary,Tennessee,Apparel,3.0,Store
28216,Adidas,Vietnam,"TMI (Viet Nam) Co., Ltd (Factory 2)",1657/3E National Road 1A,An Phu Dong Ward,(blank),Ho Chi Minh,70000,Tier 1 - Primary,Dist 12,Apparel,192.0,Distribution Centre
28335,Reebok,Spain,PREVAL S.A.,Av. Castell de Barberá 43 - 45,(blank),(blank),Barbéra del Vallés,8210,Tier 1 - Primary,Barcelona,Accessories,3.0,Store
28337,Reebok,Spain,"IGEPAK, S.A.",Legarda Kalea No. 2,(blank),(blank),Usurbil,20170,Tier 1 - Primary,Euskal Autonomia Erkidegoa,Accessories,9.0,Store
28494,Reebok,Thailand,"New Asia Sports Goods Co., Ltd","55 Suwintawong Rd., Kratumrai, Nongchok, Bangkok, 10530, Thailand.",(blank),(blank),Bangkok,10530,Tier 1 - Primary,Bangkok,Gear,16.0,Store
28495,Adidas,Philippines,Ponderosa Leather Goods Co,"#2 Sumulong Highway, Bo. Mayamot",(blank),(blank),Antipolo,1820,Tier 1 - Primary,Rizal,Accessories,46.0,Store
28552,Adidas,United States,Printed Matter,27 Pleasant St.,(blank),(blank),Newfields,3856,Tier 1 - Primary,New Hampshire,Apparel,4.0,Store
28622,Adidas,United Kingdom,TRC Ltd,Kestrel Mill,Wellington St,Hyde,Cheshire,SK14 2BU,Tier 1 - Primary,England,Apparel,1.0,Store
28629,Adidas,Pakistan,Forward Gear (Pvt) Ltd.,Adha Sahowala,Wazirabad Road,(blank),Sialkot,51310,Tier 1 - Primary,Punjab,Accessories,136.0,Distribution Centre
28685,Adidas,China,GP2 Xinfeng Plant Limited,"No.63, XinFeng Industrial Park","XinFeng County, ",(blank),Ganzhou,341600,Tier 1 - Primary,Jiangxi,Accessories,77.0,Distribution Centre
28737,Adidas,United Kingdom,Slick Stitch Embroidery Co. Ltd.,Old Heath Road,Wolverhampton,(blank),Wolverhampton,WV1 2BF,Tier 1 - Primary,England,Apparel,25.0,Store
28760,Reebok,Taiwan,Lien Yei Garment Factory,"No. 413 Section 2, Ching Yun Road",Tou Chen Town,I-lan Hsing,YILAN COUNTY,261,Tier 1 - Primary,Taiwan,Apparel,2.0,Store
28774,Reebok,China,"Ningbo Sunful Travelling Goods Co,Ltd",No 46 Hongxiang Rd,Hongtang Industrial Zone A,Jiangbei District,Ningbo,315033,Tier 1 - Primary,Zhejiang,Accessories,16.0,Store
28785,Adidas,Germany,Fritsche Accessories GmbH,Zeppelinstrasse 1 ,(blank),(blank),Helmbrechts,95233,Tier 1 - Primary,Freistaat Bayern,Accessories,4.0,Store
28859,Adidas,United States,"Dehen Jackets, Inc.",1040 NE 44th Ave,(blank),(blank),Portland,97267,Tier 1 - Primary,Oregon,Apparel,2.0,Store
29045,Reebok,Portugal,"4teams - Advertising & Merchandising, Lda.","Rua da Industria, 89",PO Box 160,(blank),Vizela,4815-901,Tier 1 - Primary,Minho,Apparel,6.0,Store
29064,Adidas,Vietnam,"Hung Way Co., Ltd","Area C, Lot.R. 29b-33-35-37-39","Tan Thuan Road, Tan Thuan Export Processing Zone","Tan Thuan Dong Ward, District 7 ",Ho Chi Minh,700000,Tier 1 - Primary,Thanh pho Ho Chi Minh,Accessories,170.0,Distribution Centre
29085,Adidas,Vietnam,Hwa Seung Vina Co. Ltd (Vung Tau branch),844 binh Gia,Rach Dua ward,(blank),Vung Tau,79000,Tier 2 – Subcontractor,Ba Ria-Vung Tau,Footwear,181.0,Distribution Centre
29086,Adidas,Vietnam,Hwa Seung Vina Co.Ltd (Long Thanh branch),"Valley 47, Industrial Group",Tam Phuoc Commune,(blank),Bien Hoa,810000,Tier 2 – Subcontractor,Dong Nai,Footwear,143.0,Distribution Centre
29095,Reebok,Vietnam,"PHI Co., Ltd.","No. 10, Dai An Industrial Zone, Tu Minh ",(blank),(blank),Hai Duong,17000,Tier 1 - Primary,Hai Duong,Apparel,51.0,Distribution Centre
29825,Adidas,Portugal,Petratex S. A.,"Rua de Bande, nŒ_429 4590-049 Carvalhosa PaŒos de Ferreira",(blank),(blank),PaŒos de Ferreira,4590-049,Tier 1 - Primary,Pacos de Ferreira,Apparel,54.0,Distribution Centre
30600,Adidas,Sri Lanka,MAS Active (Pvt) Ltd - Contourline Division,"Kandy Industrial Park , BOI","Pallekele , Kandy , Sri Lanka",,Pallekele,20000,Tier 1 - Primary,Central Province,Apparel,106.0,Distribution Centre
30652,Adidas,India,Euro Clothing Company,"122/1, Doddabidarekallu Village","Yeshwanthpur Hobli, Tumkur Road",,Bangalore,560 073,Tier 1 - Primary,Karnataka,Apparel,99.0,Distribution Centre
30723,Adidas,Taiwan,"Hope Land Enterprise Co., Ltd.","No.125 Alley 491, Sec.1, Liu Yin Road",Shin Lin Tsun,Liu Yin Hsiang,Tainan,736,Tier 1 - Primary,Taiwan,Accessories,11.0,Store
30761,Adidas,Belgium,Jules Clarysse NV,Brugsesteenweg 106,(blank),,Pittem,8740,Tier 1 - Primary,Flemish,Accessories,16.0,Store
30781,Adidas,Japan,Kitai Co Ltd,32 Taka,(blank),(blank),Kashiba-shi,6390241,Tier 1 - Primary,Nara,Accessories,10.0,Store
30897,Adidas,Indonesia,PT Dayup Indo,"NUSANTARA BONDED ZONE (KBN), JL. MADURA 6 BLOCK D13A",CAKUNG CILINCING,,JAKARTA,14140,Tier 1 - Primary,DKI JAKARTA,"Accessories, Apparel",124.0,Distribution Centre
30901,Adidas,Indonesia,PT. Grand Best Indonesia,"Jl. Coaster No. 8 Blok B 18, 19, 20,  21, 22  Tanjung Emas Export Processing Zone, Semarang",TANJUNG EMAS EXPORT PROCESSING ZONE,,Semarang,50174,Tier 1 - Primary,Jawa Tengah,Apparel,100.0,Distribution Centre
31008,Adidas,South Africa,SOCKIT MANUFACTURING PTY,9 GLENHURST BEACONVALE,(blank),,Cape Town,7500,Tier 1 - Primary,Western Cape,Apparel,7.0,Store
31129,Reebok,Japan,Yorks Co Ltd,609-2 Minato,(blank),(blank),Higashi Kagawa,769-2798,Tier 1 - Primary,Kagawa,Accessories,1.0,Store
31138,Adidas,"Korea, Republic of (South Korea)",zen international Co.LTD,"215, Gomdallae-ro",(blank),Gangseo-gu,Seoul,7749,Tier 1 - Primary,KOREA,Apparel,1.0,Store
31181,Reebok,United States,Big Game Sports,13835 Welch Rd,Suite #103,,Dallas,75244,Tier 1 - Primary,Texas,Gear,4.0,Store
31365,Adidas,China,Bowker Yee Sing Gmt Fty (He Yuan) Co. Ltd.,"No. 380-388 He Yuan Wide Road,",(blank),(blank),"He Yuan,",517000,Tier 1 - Primary,Guangdong,Apparel,92.0,Distribution Centre
32230,Adidas,India,Triangle Apparels VI (Fully owned of M/S Seven Hills Clothing Pvt Ltd.),"No.25/26, 3rd Main,","Industrial Suburb, Yeshwanthpur,",Bangalore,Bangalore-560 022,560022,Tier 1 - Primary,Karnataka,Apparel,197.0,Distribution Centre
32824,Reebok,Thailand,"Universal Apparel (Thailand) Co., Ltd.","110 Moo 13,  Mitraphab Rd Bantrad,",Udon Thani,(blank),Udonthani,41150,Tier 1 - Primary,Udon Thani,Apparel,102.0,Distribution Centre
33313,Adidas,India,Arnit Creations Pvt Ltd,C-117-118,Hosiery Complex,Phase - II Extension,Noida,201305,Tier 1 - Primary,Uttar Pradesh,Apparel,38.0,Store
33660,Adidas,Slovenia,Etiketa Tiskarna D.D.,Industrijska ulica 6,(blank),(blank),Ziri,4226,Tier 2 – Subcontractor,Ziri,Apparel,22.0,Store
33974,Adidas,India,Mochiko Shoes Pvt. Ltd.,"Khasra No.-3912, Lal Tappar Industrial Area","Majri Grant, NH-72",(blank),Dehradun,248140,Tier 2 – Subcontractor,Uttarakhand,Footwear,36.0,Store
33980,Reebok,Vietnam,PUNGKOOK SAIGON III Co Ltd,"1A QUARTER, AN PHU WARD,",Thuan An Town,(blank),Binh Duong,820000,Tier 1 - Primary,Binh Duong,Accessories,285.0,Distribution Centre
34032,Adidas,China,Smartballs Ag.,"Lushan City Industrial Park, Jiujiang City,","Jiangxi Province, China",(blank),Jiujiang City,332800,Tier 1 - Primary,Jiangxi,Gear,80.0,Distribution Centre
34076,Adidas,Vietnam,"Alliance One Apparel Co., Ltd","Lot B1, B2, B5, B6, B7, B8, B9, B10, B11, B12","Giao Long IP, An Phuoc Commune,","Chau Thanh District,",Ben Tre,930000,Tier 1 - Primary,Ben Tre,Apparel,16.0,Store
34151,Reebok,Vietnam,"GREAT GLOBAL INTERNATIONAL CO., LTD.","C3.6, GIAN KHAU INDUSTRIAL PARK, GIA TAN COMMUNE,",GIA VIEN DISTRICT,(blank),NINH BINH,430000,Tier 1 - Primary,Ninh Binh,Apparel,225.0,Distribution Centre
34215,Adidas,Pakistan,Kay & Emms (Pvt ) Ltd,"117 JB Dhanola, Millat Road",(blank),(blank),Faisalabad,38000,Tier 1 - Primary,Punjab ,Apparel,100.0,Distribution Centre
34222,Adidas,Vietnam,Longway Viet Nam Company Limited,"Lot HC1, Road 3",Xuyen A Industrial Park,My Hanh Bac Commune,Tan An,850000,Tier 1 - Primary,Long An,"Accessories, Apparel",138.0,Distribution Centre
34248,Reebok,China,"Shanghai Weijie Garment Co., Ltd.","No. of 1228, Huiping Road,",Nanxiang Town,Jiading District,Shanghai,201802,Tier 1 - Primary,Shanghai,Apparel,59.0,Distribution Centre
34345,Adidas,India,Infiiloom India Private Limited,"Gat No. 1231 (Part) Sanaswadi, ",Taluka Shirur ,District Pune,Pune,412208,Tier 1 - Primary,Maharashtra,Accessories,90.0,Distribution Centre
34373,Reebok,United States,Coty US LLC,1400 Broadway Road,(blank),(blank),Sanford,27332,Tier 1 - Primary,North Carolina,Accessories,43.0,Store
34388,Reebok,Taiwan,Jou Young Industrial Co Ltd,"No 500, Sec 1, Sing Loa Road",Tien Jhong Town,Chang Hua Country,Tienjhong,52046,Tier 1 - Primary,(blank),Gear,3.0,Store
34389,Reebok,Taiwan,REN-E Sports Goods Co Ltd,"No 168, 14 Alley",Nan Yang 6 Rd,Sha Lu,Taichung Hsien,433,Tier 1 - Primary,(blank),Gear,3.0,Store
34540,Adidas,Jordan,Al Masera Textiles Co. [Bdg.1],Alhassan Industrial Estate,PO Box 43,(blank),Irbid,21110,Tier 1 - Primary,Irbid,Apparel,41.0,Store
34659,Adidas,Philippines,GMI-Central Warehouse and Training Center,"3rd St., Block E2",Mactan Economic Processing Zone 1,(blank),Lapu-Lapu City,6015,Tier 2 – Subcontractor,Central Visayas,Apparel,30.0,Store
34725,Reebok,Italy,CAFIERO SRL,Via u. Bracalenti 20 Z.I. CESA,(blank),(blank),LIMANA,32020,Tier 1 - Primary,Veneto,Accessories,3.0,Store
34859,Adidas,China,Zhejiang Hepolilo Socks Industry Co. Ltd,No. 382 Xiachuan Rd,(blank),(blank),Haining,314400,Tier 1 - Primary,Zhejiang,"Accessories, Apparel",22.0,Store
34911,Adidas,China,"Jangchun Shoe Manufacuring Tongliao Co., Ltd.",Tongliao Economic Technological Development Zone,(blank),(blank),Tongliao,28000,Tier 1 - Primary,Inner Mongolia,Footwear,95.0,Distribution Centre
34941,Adidas,Argentina,DG2 Productos Textiles SRL,"Guiraldes 5651, San Martin",(blank),(blank),San Martín,1650,Tier 2 – Subcontractor,Buenos Aires,Apparel,2.0,Store
35114,Reebok,Vietnam,Shilla Bags International,"CHANH HAMLET,",DUC LAP HA COMMUNE,DUC HOA DISTRICT,Duc Hoa Town,81000,Tier 1 - Primary,Long An,Accessories,221.0,Distribution Centre
35158,Reebok,China,ZhuCheng Juxing Garments Co. LTD.,"South west end of mianzhi street , Zhucheng",Shandong  province ,(blank),Zhucheng,262200,Tier 1 - Primary,Shandong,Apparel,43.0,Store
35522,Reebok,China,"Morito (Shenzhen) Co., Ltd.","A District, Yuhong Industry Zone","Heyi Village, Shajing Town",Bao An District,Shenzhen,518104,Tier 1 - Primary,Guangdong,Accessories,22.0,Store
35636,Adidas,China,"Fujian Putian Lake Sports Goods Co., Ltd.","NanShaoLin Industry Park,","XiTianWei Town,",LiCheng District,PuTian,351100,Tier 1 - Primary,Fujian,Footwear,146.0,Distribution Centre
35656,Adidas,Vietnam,Starite International Vietnam Limited,"Bau Xeo Industrial Park, Trang Bom District,",(blank),(blank),Bien Hoa,810000,Tier 1 - Primary,Dong Nai,Accessories,550.0,Factory
35721,Adidas,India,Aspen Crew Sports gear,"khasra no 143KH,145KA,146KA",Mohebewala Industrial Area,248001,Dehradun,248001,Tier 1 - Primary,Uttarakhand,Accessories,40.0,Store
36063,Adidas,Indonesia,PT Prima Sejati Sejahtera,Dk. Butuh RT.01 RW.02,Ds. Butuh,Kec. Mojosongo,Kab. Boyolali,57322,Tier 1 - Primary,Jawa Tengah,Apparel,552.0,Factory
36085,Adidas,Argentina,Khamsin S.A.,Florentino Ameghino 1280,Florida,(blank),Vicente Lopez,1602,Tier 1 - Primary,Buenos Aires,Accessories,8.0,Store
36512,Adidas,Vietnam,"Vinh Long Footwear Co., Ltd.",Hoa Phu Industrial Park,(blank),(blank),Long Ho,890000,Tier 1 - Primary,Vinh Long,Footwear,2234.0,Factory
38576,Adidas,Vietnam,"Eclipse Polymers (Vina) Co., Ltd.",No.2 Road 7, Vietnam Singapore Industrial Park,Thuan An Ward,Binh Duong,72000,Tier 2 – Subcontractor,Binh Duong,Footwear,109.0,Distribution Centre
39277,Reebok,Italy,Silcon Plastic S.R.L.,"ZONA INDUSTRIALE 2,","FORNO DI ZOLDO Belluno,",(blank),"FORNO DI ZOLDO Belluno, ",32012,Tier 1 - Primary,Veneto,Accessories,7.0,Store
40106,Adidas,Taiwan,Garmin Corporation,"No.270, Huaya 2nd Rd.",Gueishan Township,Taoyuan County 333,Taoyuan,333,Tier 1 - Primary,Taiwan,Gear,149.0,Distribution Centre
40107,Adidas,United Kingdom,DFN Embroidery t/a Touchline UK Ltd.,Unit 2,Kerfoot St.,(blank),Warrington,WA2 8NU,Tier 1 - Primary,England,Apparel,1.0,Store
40274,Reebok,Vietnam,Son Ha Company Ltd.,Dong Khoi Street,"Quarter 2, Tan Hiep Ward",(blank),Bien Hoa City,810000,Tier 1 - Primary,Dong Nai,Apparel,76.0,Distribution Centre
40408,Adidas,"Korea, Republic of (South Korea)","Daeho Collection Co,.Ltd","B-101,1F,WOOLIM BLUE9",583 Yangcheon ro,Kangseo-gu,Kangseo-gu,7547,Tier 1 - Primary,Soul-t'ukpyolsi,Accessories,2.0,Store
40503,Reebok,Puerto Rico,Protego,147 Comercio Avenue,(blank),(blank),Hatillo,659,Tier 1 - Primary,Hatillo,Footwear,17.0,Store
40676,Reebok,China,"Tianjin Tianxing Kesheng Leather Products Co., Ltd.","No. 2, Jianshe Road",Chengguan Town,Baodi District,Tianjin City,301800,Tier 1 - Primary,Tianjin Shi,Footwear,67.0,Distribution Centre
40985,Reebok,"Korea, Republic of (South Korea)",Juno Apparel(Factory),"16, Gyeyang-daero140beon-gil,",(blank)," Gyeyang-gu, ",Incheon,21088,Tier 1 - Primary,Inch'on-gwangyoksi,Apparel,9.0,Store
41095,Reebok,Taiwan,Canmes Sport Co Ltd,"No 565, Jhongshan Rd.",Baihe District,(blank),Tainan ,73258,Tier 1 - Primary,Taiwan,Gear,3.0,Store
41109,Adidas,Japan,Asante Corporation,73-2 Inbecho,(blank),(blank),Kashiharashi,634-0833,Tier 1 - Primary,Nara,Accessories,4.0,Store
41162,Adidas,United States,Sun Creations,826 Pennsylvania,(blank),(blank),Lawrence,66044,Tier 2 – Subcontractor,Kansas,Apparel,2.0,Store
41225,Adidas,China,Ganzhou Chuangda Footwear Ltd,Shahe Industrial Park,Zhanggong District,(blank),Ganzhou,341000,Tier 2 – Subcontractor,Jiangxi,Footwear,76.0,Distribution Centre
41352,Adidas,"Korea, Republic of (South Korea)",Kyungnam Sports,"50, Dasan-ro 31-gil,",(blank),Jung-gu,Seoul,4613,Tier 1 - Primary,(blank),Apparel,1.0,Store
41443,Adidas,China,"HangZhou  Jasan Socks Co.,Ltd","No. 111 JinYi Road,",XiaoShan Economic Developing Zone,(blank),Hangzhou,311215,Tier 1 - Primary,Zhejiang,Accessories,65.0,Distribution Centre
41582,Reebok,Canada,LEK Inc.,315 Knowlton Road,(blank),(blank),Knowlton,J0E 1V0,Tier 1 - Primary,Quebec,Accessories,82.0,Distribution Centre
41583,Reebok,Spain,CTC Externalización S.L.U.,Carrer Carredada 2,Nau B,(blank),Martorelles - Barcelona,8107,Tier 1 - Primary,Barcelona,Accessories,10.0,Store
41665,Reebok,China,"Jiangsu Feilong Plastic Co., Ltd ","NO.158 HUBIN SOUTH ROAD ,LUJIAXIANG, NIUTANG TOWN",WUJIN DISTRICT,(blank),ChangZhou,213168,Tier 1 - Primary,Jiangsu,Gear,4.0,Store
41667,Adidas,China,"QingDao Jangchun shoe Manufacturing co., LTD  ","No.211,DongZhu Village,","JiaoXi Town, Jiao Zhou District",(blank),Qingdao,266329,Tier 2 – Subcontractor,Shandong,Footwear,21.0,Store
41712,Adidas,"Korea, Republic of (South Korea)",Jung Jin Textile,"(Jungdae-dong), 363-23, Sunam-ro, ",(blank),(blank),Gwangju-si,464-080,Tier 1 - Primary,Gyeonggi-do,Apparel,1.0,Store
42347,Reebok,El Salvador,"CONFECCIONES DEL VALLE,S.A. DE C.V.",KM 24 CARRETERA A SANTA ANA,EXPORT SALVA FREE ZONE CIUDAD,(blank),"LOURDES, COLON",,Tier 1 - Primary,La Libertad,Apparel,92.0,Distribution Centre
42482,Adidas,Taiwan,"Swun Cheer Enterprises co., Ltd.","#12-14, Lane 73, Lu-Gu RD., Wu-Feng,",(blank),(blank),Taichung 413,10667,Tier 1 - Primary,(blank),Accessories,2.0,Store
43242,Adidas,Indonesia,PT Glostar Indonesia 2,Jl. Raya Sukabumi Cianjur Km. 13 ,"Desa Titisan, Kecamatan Sukalarang",Kabupaten Sukabumi,Sukabumi,43191,Tier 1 - Primary,Jawa Barat,Footwear,402.0,Factory
43311,Reebok,Vietnam,"Fashion Garments 2 Co., Ltd (Unit 2)","Road # 13A, Bien Hoa Industrial Zone II",(blank),(blank),Bien Hoa,71000,Tier 1 - Primary,Dong Nai,Apparel,228.0,Distribution Centre
43468,Reebok,Italy,GENESI SRL,"Via Walter Tobagi, 37",(blank),(blank),Casaloldo/MN,46040,Tier 1 - Primary,Lombardia,Apparel,2.0,Store
43482,Adidas,China,"Wanyu (Qingxin) Plasticts Co., Ltd",Taiping Industrial Park,Qingxin,(blank),Qingyuan,511853,Tier 2 – Subcontractor,Guangdong,Footwear,67.0,Distribution Centre
43502,Reebok,China,Haining United Socks Co. Ltd,No. 360 Haifeng Road,Haichang Street,(blank),Haining,314400,Tier 1 - Primary,Zhejiang,Apparel,29.0,Store
43516,Adidas,China,Xiamen Spark Sports Goods Co Ltd,"NO. 55-56, SIMINGYUAN, ","TONG'AN INDUSTRIAL CONCENTRATION AREA,",TONG'AN,Xiamen,361100,Tier 1 - Primary,Fujian,Accessories,53.0,Distribution Centre
43578,Adidas,Argentina,Romi S.R.L.,Tres Arroyos 329,(blank),(blank),Haedo,B1706FWC,Tier 1 - Primary,Buenos Aires,Accessories,19.0,Store
43598,Adidas,Vietnam,"Jia Hsin Co., Ltd.","D1-D6 Cau Tram Industrial Park,","Cau Tram Village, Long Trach Commune","Can Duoc Dist, Long An Province",Can Duoc District,850000,Tier 1 - Primary,Long An,Footwear,352.0,Factory
43605,Reebok,China,"HUAIAN YUANTONG HEADWEAR MFG CO., LTD.","No. 30, 32, and 99  Yan Huang Avenue,",Lian Shui Economic Developmental District,(blank),HuaiAn,223400,Tier 1 - Primary,Jiangsu,Accessories,458.0,Factory
43610,Reebok,Egypt,Embee International Industries,PUBLIC FREE ZONE,(blank),(blank),ISMAILIA,41511,Tier 1 - Primary,(blank),Apparel,241.0,Distribution Centre
43630,Adidas,Indonesia,PT Glostar Indonesia (PGD adidas),Jl. Pelabuan II KM. 14.5 RT. 003 RW. 005,Desa Bojongraharja,Kecamatan Cikembar,Sukabumi,43157,Tier 1 - Primary,Jawa Barat,Footwear,639.0,Factory
43769,Reebok,China,DIXON SPORTS,No. 150 Heping Rd North,(blank),(blank),Yingde,513000,Tier 1 - Primary,Guangdong,Footwear,29.0,Store
44444,Reebok,China,Zhejiang Meibang Textile Co Ltd,"No.8 The Fifth Xingye Road, Chengxi Economic Development Zone  Zhuj China 311800",CHENGXI ECONOMIC,DEVELOPMENT ZONE,(blank),312000,Tier 1 - Primary,(blank),Apparel,18.0,Store
44579,Reebok,China,"Nantong Huiyuan Plastic Products Co., Ltd","No.26, Su Chi Village","Liuqiao Town,Tongzhou City",(blank),Nantong,226300,Tier 1 - Primary,Jiangsu,Gear,4.0,Store
44584,Adidas,China,"Yancheng Ever-Development Garment & Gifts Co., Ltd",Zonglian Rd Sheyang County,(blank),(blank),Yancheng,224300,Tier 1 - Primary,Jiangsu,Apparel,10.0,Store
44650,Adidas,Thailand,"NB Apparel Co., Ltd.",183 Moo 8,Udonthani-Meunglei rd.,"Meung, Nongbualamphu",Nong Bua Lam Phu,39000,Tier 1 - Primary,Nong Bua Lamphu,Apparel,167.0,Distribution Centre
44652,Adidas,Cambodia,"Meng Da Footwear Industrial Co., Ltd","St. Veng Sreng, Phoum Tropeang Thloeng,","Sangkat Chorm Chao, Khan Dangkor",(blank),Phnom Penh,12000,Tier 1 - Primary,Phnom Penh,Footwear,357.0,Factory
44689,Reebok,United Kingdom,VIDHANI BROS LTD,TERITEX FACTORY,(blank),(blank),BOUGHTON,NG22 9ZD,Tier 1 - Primary,NOTTS,Apparel,3.0,Store
45064,Adidas,China,Shenzhou Knitting (Quzhou) Co Ltd,39 Donggang 1 Rd,Economic Development Zone,(blank),Quzhou,324000,Tier 1 - Primary,Zhejiang,Apparel,215.0,Distribution Centre
45066,Adidas,"Korea, Republic of (South Korea)",Il Woo Textile,62-15 Dongil-ro.109gil,(blank),Joongrang-gu,Seoul,2125,Tier 1 - Primary,Soul-t'ukpyolsi,Apparel,3.0,Store
45068,Adidas,"Korea, Republic of (South Korea)",Daesan Company Ltd.,#329-73 Dongil-ro,Jungnang-gu,(blank),Seoul,2108,Tier 1 - Primary,Soul-t'ukpyolsi,Apparel,4.0,Store
45238,Adidas,"Korea, Republic of (South Korea)","A Ro Co.,Ltd",#365-7,Samrak-dong,Sasang-gu,Sasang-gu,46946,Tier 2 – Subcontractor,Pusan-gwangyoksi,Footwear,8.0,Store
45239,Adidas,"Korea, Republic of (South Korea)",Chung Woon Industry,#500-20,Gamjeon-dong,Sasang-gu,Sasang-gu,47030,Tier 2 – Subcontractor,Pusan-gwangyoksi,Footwear,4.0,Store
45323,Adidas,Indonesia,PT Shyang Yao Fung (SY2),"Jl. Industry Raya II, Blok D, No. 2","Kel. Pasir Raya, Kec. Jati Uwung,",Tangerang,Tangerang,15000,Tier 1 - Primary,Banten,Footwear,241.0,Distribution Centre
45404,Adidas,Italy,Ricamificio Aschei Srl,"Via Praderio, 20",(blank),(blank),Gallarate,21013,Tier 1 - Primary,Lombardia,Apparel,3.0,Store
45436,Reebok,China,Dalian Ichihiro Towel Co Ltd,Dongbei 3rd Street,No.11,Dalian Economic & Technical Development Zone,Dalian,116600,Tier 1 - Primary,Liaoning,Accessories,192.0,Distribution Centre
45437,Adidas,China,"Anhui Palma Dress Co., Ltd.",SiXian Economic Development Zone,(blank),(blank),SuZhou,234300,Tier 1 - Primary,Anhui,Apparel,52.0,Distribution Centre
45499,Adidas,China,Zhong Shan Carpi De Knit Apparel Mfg. Co. Ltd,Industrial Zone of Banfu Town,(blank),(blank),Zhongshan,528459,Tier 1 - Primary,Guangdong,Apparel,49.0,Store
45560,Adidas,"Korea, Republic of (South Korea)",KangHyun Industry Co,"2F, #105-19",Kumsa-dong,Kumjung-gu,BUSAN,46333,Tier 2 – Subcontractor,(blank),Footwear,2.0,Store
45668,Adidas,India,Mochiko Shoes Pvt. Ltd. (Unit III),"Khasra No-3912,  Lal Tappar, Industrial Area, Mouza Majri Grant, NH-72, Dehradun",(blank),(blank),Dehradun,248140,Tier 1 - Primary,Uttarakhand,Footwear,45.0,Store
45794,Adidas,China,"WuYi ShunFeng Stainless Steel Products Co., Ltd.","No.2, WuJin Road, ","TongQin Ind. Zone,WuYi County",(blank),JinHua,321200,Tier 1 - Primary,Zhejiang,Accessories,9.0,Store
45838,Adidas,United States,"Nameplate, Inc",16502 Marquardt Ave,(blank),(blank),Cerritos,90703,Tier 1 - Primary,California,Accessories,2.0,Store
45947,Adidas,China,Jiangxi Zhongjia  sports products co. LTD,Yuetu industrial park,Guangfeng county,(blank),Shaorao City,334600,Tier 2 – Subcontractor,Jiangxi,Footwear,18.0,Store
45959,Adidas,Vietnam,"Vietnam SAMHO Co., Ltd","No. 1243, Provincial Road 8,","Thanh An Hamlet,","Trung An Village, Cu Chi District",Ho Chi Minh City,700000,Tier 1 - Primary,(blank),Footwear,1007.0,Factory
45974,Reebok,Mexico,Tecnosol S.A. de C.V.,Alce Blanco 49,Fraccionamiento Industrial Alce Blanco,(blank),Naucalpan,53370,Tier 1 - Primary,Mexico,Accessories,21.0,Store
46125,Adidas,China,ZHANGJIAGANG DONGDU TEO GARMENT CO. LTD. (NEW),NO.638 JINGANG DA DAO,(blank),(blank),ZHANGJIAGANG CITY,215600,Tier 1 - Primary,Jiangsu,Apparel,25.0,Store
